Name	Key	Frames	X	Y	Size
{1f1f5-1f1ec}	[213]	1	0.328125	0.046875	0.015625
{1f1f5-1f1ed}	[214]	1	0.34375	0.046875	0.015625
{1f1f5-1f1f0}	[215]	1	0.359375	0.046875	0.015625
{1f1f5-1f1f1}	[216]	1	0.375	0.046875	0.015625
{1f1f5-1f1f2}	[217]	1	0.390625	0.046875	0.015625
{1f1f5-1f1f3}	[218]	1	0.40625	0.046875	0.015625
{1f1f5-1f1f7}	[219]	1	0.421875	0.046875	0.015625
{1f1f5-1f1f8}	[220]	1	0.4375	0.046875	0.015625
{1f1f5-1f1f9}	[221]	1	0.453125	0.046875	0.015625
{1f1f5-1f1fc}	[222]	1	0.46875	0.046875	0.015625
{1f1f5-1f1fe}	[223]	1	0.484375	0.046875	0.015625
{1f1f5}	[224]	1	0.5	0.046875	0.015625
{1f1f6-1f1e6}	[225]	1	0.515625	0.046875	0.015625
{1f1f6}	[226]	1	0.53125	0.046875	0.015625
{1f1f7-1f1ea}	[227]	1	0.546875	0.046875	0.015625
{1f1f7-1f1f4}	[228]	1	0.5625	0.046875	0.015625
{1f1f7-1f1f8}	[229]	1	0.578125	0.046875	0.015625
{1f1f7-1f1fa}	[230]	1	0.59375	0.046875	0.015625
{1f1f7-1f1fc}	[231]	1	0.609375	0.046875	0.015625
{1f1f7}	[232]	1	0.625	0.046875	0.015625
{1f1f8-1f1e6}	[233]	1	0.640625	0.046875	0.015625
{1f1f8-1f1e7}	[234]	1	0.65625	0.046875	0.015625
{1f1f8-1f1e8}	[235]	1	0.671875	0.046875	0.015625
{1f1f8-1f1e9}	[236]	1	0.6875	0.046875	0.015625
{1f1f8-1f1ea}	[237]	1	0.703125	0.046875	0.015625
{1f1f8-1f1ec}	[238]	1	0.71875	0.046875	0.015625
{1f1f8-1f1ed}	[239]	1	0.734375	0.046875	0.015625
{1f1f8-1f1ee}	[240]	1	0.75	0.046875	0.015625
{1f1f8-1f1ef}	[241]	1	0.765625	0.046875	0.015625
{1f1f8-1f1f0}	[242]	1	0.78125	0.046875	0.015625
{1f1f8-1f1f1}	[243]	1	0.796875	0.046875	0.015625
{1f1f8-1f1f2}	[244]	1	0.8125	0.046875	0.015625
{1f1f8-1f1f3}	[245]	1	0.828125	0.046875	0.015625
{1f1f8-1f1f4}	[246]	1	0.84375	0.046875	0.015625
{1f1f8-1f1f7}	[247]	1	0.859375	0.046875	0.015625
{1f1f8-1f1f8}	[248]	1	0.875	0.046875	0.015625
{1f1f8-1f1f9}	[249]	1	0.890625	0.046875	0.015625
{1f1f8-1f1fb}	[250]	1	0.90625	0.046875	0.015625
{1f1f8-1f1fd}	[251]	1	0.921875	0.046875	0.015625
{1f1f8-1f1fe}	[252]	1	0.9375	0.046875	0.015625
{1f1f8-1f1ff}	[253]	1	0.953125	0.046875	0.015625
{1f1f8}	[254]	1	0.96875	0.046875	0.015625
{1f1f9-1f1e6}	[255]	1	0.984375	0.046875	0.015625
{1f1f9-1f1e8}	[256]	1	0	0.0625	0.015625
{1f1f9-1f1e9}	[257]	1	0.015625	0.0625	0.015625
{1f1f9-1f1eb}	[258]	1	0.03125	0.0625	0.015625
{1f1f9-1f1ec}	[259]	1	0.046875	0.0625	0.015625
{1f1f9-1f1ed}	[260]	1	0.0625	0.0625	0.015625
{1f1f9-1f1ef}	[261]	1	0.078125	0.0625	0.015625
{1f1f9-1f1f0}	[262]	1	0.09375	0.0625	0.015625
{1f1f9-1f1f1}	[263]	1	0.109375	0.0625	0.015625
{1f1f9-1f1f2}	[264]	1	0.125	0.0625	0.015625
{1f1f9-1f1f3}	[265]	1	0.140625	0.0625	0.015625
{1f1f9-1f1f4}	[266]	1	0.15625	0.0625	0.015625
{1f1f9-1f1f7}	[267]	1	0.171875	0.0625	0.015625
{1f1f9-1f1f9}	[268]	1	0.1875	0.0625	0.015625
{1f1f9-1f1fb}	[269]	1	0.203125	0.0625	0.015625
{1f1f9-1f1fc}	[270]	1	0.21875	0.0625	0.015625
{1f1f9-1f1ff}	[271]	1	0.234375	0.0625	0.015625
{1f1f9}	[272]	1	0.25	0.0625	0.015625
{1f1fa-1f1e6}	[273]	1	0.265625	0.0625	0.015625
{1f1fa-1f1ec}	[274]	1	0.28125	0.0625	0.015625
{1f1fa-1f1f2}	[275]	1	0.296875	0.0625	0.015625
{1f1fa-1f1f8}	[276]	1	0.3125	0.0625	0.015625
{1f1fa-1f1fe}	[277]	1	0.328125	0.0625	0.015625
{1f1fa-1f1ff}	[278]	1	0.34375	0.0625	0.015625
{1f1fa}	[279]	1	0.359375	0.0625	0.015625
{1f1fb-1f1e6}	[280]	1	0.375	0.0625	0.015625
{1f1fb-1f1e8}	[281]	1	0.390625	0.0625	0.015625
{1f1fb-1f1ea}	[282]	1	0.40625	0.0625	0.015625
{1f1fb-1f1ec}	[283]	1	0.421875	0.0625	0.015625
{1f1fb-1f1ee}	[284]	1	0.4375	0.0625	0.015625
{1f1fb-1f1f3}	[285]	1	0.453125	0.0625	0.015625
{1f1fb-1f1fa}	[286]	1	0.46875	0.0625	0.015625
{1f1fb}	[287]	1	0.484375	0.0625	0.015625
{1f1fc-1f1eb}	[288]	1	0.5	0.0625	0.015625
{1f1fc-1f1f8}	[289]	1	0.515625	0.0625	0.015625
{1f1fc}	[290]	1	0.53125	0.0625	0.015625
{1f1fd-1f1f0}	[291]	1	0.546875	0.0625	0.015625
{1f1fd}	[292]	1	0.5625	0.0625	0.015625
{1f1fe-1f1ea}	[293]	1	0.578125	0.0625	0.015625
{1f1fe-1f1f9}	[294]	1	0.59375	0.0625	0.015625
{1f1fe}	[295]	1	0.609375	0.0625	0.015625
{1f1ff-1f1e6}	[296]	1	0.625	0.0625	0.015625
{1f1ff-1f1f2}	[297]	1	0.640625	0.0625	0.015625
{1f1ff-1f1fc}	[298]	1	0.65625	0.0625	0.015625
{1f1ff}	[299]	1	0.671875	0.0625	0.015625
{1f201}	[300]	1	0.6875	0.0625	0.015625
{1f202}	[301]	1	0.703125	0.0625	0.015625
{1f21a}	[302]	1	0.71875	0.0625	0.015625
{1f22f}	[303]	1	0.734375	0.0625	0.015625
{1f232}	[304]	1	0.75	0.0625	0.015625
{1f233}	[305]	1	0.765625	0.0625	0.015625
{1f234}	[306]	1	0.78125	0.0625	0.015625
{1f235}	[307]	1	0.796875	0.0625	0.015625
{1f236}	[308]	1	0.8125	0.0625	0.015625
{1f237}	[309]	1	0.828125	0.0625	0.015625
{1f238}	[310]	1	0.84375	0.0625	0.015625
{1f239}	[311]	1	0.859375	0.0625	0.015625
{1f23a}	[312]	1	0.875	0.0625	0.015625
{1f250}	[313]	1	0.890625	0.0625	0.015625
{1f251}	[314]	1	0.90625	0.0625	0.015625
{1f300}	[315]	1	0.921875	0.0625	0.015625
{1f301}	[316]	1	0.9375	0.0625	0.015625
{1f302}	[317]	1	0.953125	0.0625	0.015625
{1f303}	[318]	1	0.96875	0.0625	0.015625
{1f304}	[319]	1	0.984375	0.0625	0.015625
{1f305}	[320]	1	0	0.078125	0.015625
{1f306}	[321]	1	0.015625	0.078125	0.015625
{1f307}	[322]	1	0.03125	0.078125	0.015625
{1f308}	[323]	1	0.046875	0.078125	0.015625
{1f309}	[324]	1	0.0625	0.078125	0.015625
{1f30a}	[325]	1	0.078125	0.078125	0.015625
{1f30b}	[326]	1	0.09375	0.078125	0.015625
{1f30c}	[327]	1	0.109375	0.078125	0.015625
{1f30d}	[328]	1	0.125	0.078125	0.015625
{1f30e}	[329]	1	0.140625	0.078125	0.015625
{1f30f}	[330]	1	0.15625	0.078125	0.015625
{1f310}	[331]	1	0.171875	0.078125	0.015625
{1f311}	[332]	1	0.1875	0.078125	0.015625
{1f312}	[333]	1	0.203125	0.078125	0.015625
{1f313}	[334]	1	0.21875	0.078125	0.015625
{1f314}	[335]	1	0.234375	0.078125	0.015625
{1f315}	[336]	1	0.25	0.078125	0.015625
{1f316}	[337]	1	0.265625	0.078125	0.015625
{1f317}	[338]	1	0.28125	0.078125	0.015625
{1f318}	[339]	1	0.296875	0.078125	0.015625
{1f319}	[340]	1	0.3125	0.078125	0.015625
{1f31a}	[341]	1	0.328125	0.078125	0.015625
{1f31b}	[342]	1	0.34375	0.078125	0.015625
{1f31c}	[343]	1	0.359375	0.078125	0.015625
{1f31d}	[344]	1	0.375	0.078125	0.015625
{1f31e}	[345]	1	0.390625	0.078125	0.015625
{1f31f}	[346]	1	0.40625	0.078125	0.015625
{1f320}	[347]	1	0.421875	0.078125	0.015625
{1f321}	[348]	1	0.4375	0.078125	0.015625
{1f324}	[349]	1	0.453125	0.078125	0.015625
{1f325}	[350]	1	0.46875	0.078125	0.015625
{1f326}	[351]	1	0.484375	0.078125	0.015625
{1f327}	[352]	1	0.5	0.078125	0.015625
{1f328}	[353]	1	0.515625	0.078125	0.015625
{1f329}	[354]	1	0.53125	0.078125	0.015625
{1f32a}	[355]	1	0.546875	0.078125	0.015625
{1f32b}	[356]	1	0.5625	0.078125	0.015625
{1f32c}	[357]	1	0.578125	0.078125	0.015625
{1f32d}	[358]	1	0.59375	0.078125	0.015625
{1f32e}	[359]	1	0.609375	0.078125	0.015625
{1f32f}	[360]	1	0.625	0.078125	0.015625
{1f330}	[361]	1	0.640625	0.078125	0.015625
{1f331}	[362]	1	0.65625	0.078125	0.015625
{1f332}	[363]	1	0.671875	0.078125	0.015625
{1f333}	[364]	1	0.6875	0.078125	0.015625
{1f334}	[365]	1	0.703125	0.078125	0.015625
{1f335}	[366]	1	0.71875	0.078125	0.015625
{1f336}	[367]	1	0.734375	0.078125	0.015625
{1f337}	[368]	1	0.75	0.078125	0.015625
{1f338}	[369]	1	0.765625	0.078125	0.015625
{1f339}	[370]	1	0.78125	0.078125	0.015625
{1f33a}	[371]	1	0.796875	0.078125	0.015625
{1f33b}	[372]	1	0.8125	0.078125	0.015625
{1f33c}	[373]	1	0.828125	0.078125	0.015625
{1f33d}	[374]	1	0.84375	0.078125	0.015625
{1f33e}	[375]	1	0.859375	0.078125	0.015625
{1f33f}	[376]	1	0.875	0.078125	0.015625
{1f340}	[377]	1	0.890625	0.078125	0.015625
{1f341}	[378]	1	0.90625	0.078125	0.015625
{1f342}	[379]	1	0.921875	0.078125	0.015625
{1f343}	[380]	1	0.9375	0.078125	0.015625
{1f344}	[381]	1	0.953125	0.078125	0.015625
{1f345}	[382]	1	0.96875	0.078125	0.015625
{1f346}	[383]	1	0.984375	0.078125	0.015625
{1f347}	[384]	1	0	0.09375	0.015625
{1f348}	[385]	1	0.015625	0.09375	0.015625
{1f349}	[386]	1	0.03125	0.09375	0.015625
{1f34a}	[387]	1	0.046875	0.09375	0.015625
{1f34b}	[388]	1	0.0625	0.09375	0.015625
{1f34c}	[389]	1	0.078125	0.09375	0.015625
{1f34d}	[390]	1	0.09375	0.09375	0.015625
{1f34e}	[391]	1	0.109375	0.09375	0.015625
{1f34f}	[392]	1	0.125	0.09375	0.015625
{1f350}	[393]	1	0.140625	0.09375	0.015625
{1f351}	[394]	1	0.15625	0.09375	0.015625
{1f352}	[395]	1	0.171875	0.09375	0.015625
{1f353}	[396]	1	0.1875	0.09375	0.015625
{1f354}	[397]	1	0.203125	0.09375	0.015625
{1f355}	[398]	1	0.21875	0.09375	0.015625
{1f356}	[399]	1	0.234375	0.09375	0.015625
{1f357}	[400]	1	0.25	0.09375	0.015625
{1f358}	[401]	1	0.265625	0.09375	0.015625
{1f359}	[402]	1	0.28125	0.09375	0.015625
{1f35a}	[403]	1	0.296875	0.09375	0.015625
{1f35b}	[404]	1	0.3125	0.09375	0.015625
{1f35c}	[405]	1	0.328125	0.09375	0.015625
{1f35d}	[406]	1	0.34375	0.09375	0.015625
{1f35e}	[407]	1	0.359375	0.09375	0.015625
{1f35f}	[408]	1	0.375	0.09375	0.015625
{1f360}	[409]	1	0.390625	0.09375	0.015625
{1f361}	[410]	1	0.40625	0.09375	0.015625
{1f362}	[411]	1	0.421875	0.09375	0.015625
{1f363}	[412]	1	0.4375	0.09375	0.015625
{1f364}	[413]	1	0.453125	0.09375	0.015625
{1f365}	[414]	1	0.46875	0.09375	0.015625
{1f366}	[415]	1	0.484375	0.09375	0.015625
{1f367}	[416]	1	0.5	0.09375	0.015625
{1f368}	[417]	1	0.515625	0.09375	0.015625
{1f369}	[418]	1	0.53125	0.09375	0.015625
{1f36a}	[419]	1	0.546875	0.09375	0.015625
{1f36b}	[420]	1	0.5625	0.09375	0.015625
{1f36c}	[421]	1	0.578125	0.09375	0.015625
{1f36d}	[422]	1	0.59375	0.09375	0.015625
{1f36e}	[423]	1	0.609375	0.09375	0.015625
{1f36f}	[424]	1	0.625	0.09375	0.015625
{1f370}	[425]	1	0.640625	0.09375	0.015625
{1f371}	[426]	1	0.65625	0.09375	0.015625
{1f372}	[427]	1	0.671875	0.09375	0.015625
{1f373}	[428]	1	0.6875	0.09375	0.015625
{1f374}	[429]	1	0.703125	0.09375	0.015625
{1f375}	[430]	1	0.71875	0.09375	0.015625
{1f376}	[431]	1	0.734375	0.09375	0.015625
{1f377}	[432]	1	0.75	0.09375	0.015625
{1f378}	[433]	1	0.765625	0.09375	0.015625
{1f379}	[434]	1	0.78125	0.09375	0.015625
{1f37a}	[435]	1	0.796875	0.09375	0.015625
{1f37b}	[436]	1	0.8125	0.09375	0.015625
{1f37c}	[437]	1	0.828125	0.09375	0.015625
{1f37d}	[438]	1	0.84375	0.09375	0.015625
{1f37e}	[439]	1	0.859375	0.09375	0.015625
{1f37f}	[440]	1	0.875	0.09375	0.015625
{1f380}	[441]	1	0.890625	0.09375	0.015625
{1f381}	[442]	1	0.90625	0.09375	0.015625
{1f382}	[443]	1	0.921875	0.09375	0.015625
{1f383}	[444]	1	0.9375	0.09375	0.015625
